,icd9,icd9_desc
7842,71609,Kaschin-Beck disease
7843,71610,Traumatic arthropathy
7844,71611,Traumatic arthropathy
7845,71612,Traumatic arthropathy
7846,71613,Traumatic arthropathy
7847,71614,Traumatic arthropathy
7848,71615,Traumatic arthropathy
7849,71616,Traumatic arthropathy
7850,71617,Traumatic arthropathy
7851,71618,Traumatic arthropathy
7852,71619,Traumatic arthropathy
7853,71620,Allergic arthritis
7854,71621,Allergic arthritis
7855,71622,Allergic arthritis
7856,71623,Allergic arthritis
7857,71624,Allergic arthritis
7858,71625,Allergic arthritis
7859,71626,Allergic arthritis
7860,71627,Allergic arthritis
7861,71628,Allergic arthritis
7862,71629,Allergic arthritis
7863,71630,Climacteric arthritis
7864,71631,Climacteric arthritis
7865,71632,Climacteric arthritis
7866,71633,Climacteric arthritis
7867,71634,Climacteric arthritis
7868,71635,Climacteric arthritis
7869,71636,Climacteric arthritis
7870,71637,Climacteric arthritis
7871,71638,Climacteric arthritis
7872,71639,Climacteric arthritis
7873,71640,Transient arthropathy
7874,71641,Transient arthropathy
7875,71642,Transient arthropathy
7876,71643,Transient arthropathy
7877,71644,Transient arthropathy
7878,71645,Transient arthropathy
7879,71646,Transient arthropathy
7880,71647,Transient arthropathy
7881,71648,Transient arthropathy
7882,71649,Transient arthropathy
7883,71650,Unspecified polyarthropathy or polyarthritis
7884,71651,Unspecified polyarthropathy or polyarthritis
7885,71652,Unspecified polyarthropathy or polyarthritis
7886,71653,Unspecified polyarthropathy or polyarthritis
7887,71654,Unspecified polyarthropathy or polyarthritis
7888,71655,Unspecified polyarthropathy or polyarthritis
7889,71656,Unspecified polyarthropathy or polyarthritis
7890,71657,Unspecified polyarthropathy or polyarthritis
7891,71658,Unspecified polyarthropathy or polyarthritis
7892,71659,Unspecified polyarthropathy or polyarthritis
7893,71660,Unspecified monoarthritis
7894,71661,Unspecified monoarthritis
7895,71662,Unspecified monoarthritis
7896,71663,Unspecified monoarthritis
7897,71664,Unspecified monoarthritis
7898,71665,Unspecified monoarthritis
7899,71666,Unspecified monoarthritis
7900,71667,Unspecified monoarthritis
7901,71668,Unspecified monoarthritis
7902,71680,Other specified arthropathy
7903,71681,Other specified arthropathy
7904,71682,Other specified arthropathy
7905,71683,Other specified arthropathy
7906,71684,Other specified arthropathy
7907,71685,Other specified arthropathy
7908,71686,Other specified arthropathy
7909,71687,Other specified arthropathy
7910,71688,Other specified arthropathy
7911,71689,Other specified arthropathy
7912,71690,Arthropathy
7913,71691,Arthropathy
7914,71692,Arthropathy
7915,71693,Arthropathy
7916,71694,Arthropathy
7917,71695,Arthropathy
7918,71696,Arthropathy
7919,71697,Arthropathy
7920,71698,Arthropathy
7921,71699,Arthropathy
7922,7170, Old bucket handle tear of medial meniscus
7923,7171, Derangement of anterior horn of medial meniscus
7924,7172, Derangement of posterior horn of medial meniscus
7925,7173, Other and unspecified derangement of medial meniscus
7926,71740,Derangement of lateral meniscus
7927,71741,Bucket handle tear of lateral meniscus
7928,71742,Derangement of anterior horn of lateral meniscus
7929,71743,Derangement of posterior horn of lateral meniscus
7930,71749,Other derangement of lateral meniscus
7931,7175, Derangement of meniscus
7932,7176, Loose body in knee
7933,7177, Chondromalacia of patella
7934,71781,Old disruption of lateral collateral ligament
7935,71782,Old disruption of medial collateral ligament
7936,71783,Old disruption of anterior cruciate ligament
7937,71784,Old disruption of posterior cruciate ligament
7938,71785,Old disruption of other ligaments of knee
7939,71789,Other internal derangement of knee
7940,7179, Unspecified internal derangement of knee
7941,71800,Articular cartilage disorder
7942,71801,Articular cartilage disorder
7943,71802,Articular cartilage disorder
7944,71803,Articular cartilage disorder
7945,71804,Articular cartilage disorder
7946,71805,Articular cartilage disorder
7947,71807,Articular cartilage disorder
7948,71808,Articular cartilage disorder
7949,71809,Articular cartilage disorder
7950,71810,Loose body in joint
7951,71811,Loose body in joint
7952,71812,Loose body in joint
7953,71813,Loose body in joint
7954,71814,Loose body in joint
7955,71815,Loose body in joint
7956,71817,Loose body in joint
7957,71818,Loose body in joint
7958,71819,Loose body in joint
7959,71820,Pathological dislocation of joint
7960,71821,Pathological dislocation of joint
7961,71822,Pathological dislocation of joint
7962,71823,Pathological dislocation of joint
7963,71824,Pathological dislocation of joint
7964,71825,Pathological dislocation of joint
7965,71826,Pathological dislocation of joint
7966,71827,Pathological dislocation of joint
7967,71828,Pathological dislocation of joint
7968,71829,Pathological dislocation of joint
7969,71830,Recurrent dislocation of joint
7970,71831,Recurrent dislocation of joint
7971,71832,Recurrent dislocation of joint
7972,71833,Recurrent dislocation of joint
7973,71834,Recurrent dislocation of joint
7974,71835,Recurrent dislocation of joint
7975,71836,Recurrent dislocation of joint
7976,71837,Recurrent dislocation of joint
7977,71838,Recurrent dislocation of joint
7978,71839,Recurrent dislocation of joint
7979,71840,Contracture of joint
7980,71841,Contracture of joint
7981,71842,Contracture of joint
7982,71843,Contracture of joint
7983,71844,Contracture of joint
7984,71845,Contracture of joint
7985,71846,Contracture of joint
7986,71847,Contracture of joint
7987,71848,Contracture of joint
7988,71849,Contracture of joint
7989,71850,Ankylosis of joint
7990,71851,Ankylosis of joint
7991,71852,Ankylosis of joint
7992,71853,Ankylosis of joint
7993,71854,Ankylosis of joint
7994,71855,Ankylosis of joint
7995,71856,Ankylosis of joint
7996,71857,Ankylosis of joint
7997,71858,Ankylosis of joint
7998,71859,Ankylosis of joint
7999,71865,Unspecified intrapelvic protrusion of acetabulum
8000,71870,Developmental dislocation of joint
8001,71871,Developmental dislocation of joint
8002,71872,Developmental dislocation of joint
8003,71873,Developmental dislocation of joint
8004,71874,Developmental dislocation of joint
8005,71875,Developmental dislocation of joint
8006,71876,Developmental dislocation of joint
8007,71877,Developmental dislocation of joint
8008,71878,Developmental dislocation of joint
8009,71879,Developmental dislocation of joint
8010,71880,Other joint derangement
8011,71881,Other joint derangement
8012,71882,Other joint derangement
8013,71883,Other joint derangement
8014,71884,Other joint derangement
8015,71885,Other joint derangement
8016,71886,Other joint derangement
8017,71887,Other joint derangement
8018,71888,Other joint derangement
8019,71889,Other joint derangement
8020,71890,Unspecified derangement of joint
8021,71891,Unspecified derangement of joint
8022,71892,Unspecified derangement of joint
8023,71893,Unspecified derangement of joint
8024,71894,Unspecified derangement of joint
8025,71895,Unspecified derangement of joint
8026,71897,Unspecified derangement of joint
8027,71898,Unspecified derangement of joint
8028,71899,Unspecified derangement of joint
8029,71900,Effusion of joint
8030,71901,Effusion of joint
8031,71902,Effusion of joint
8032,71903,Effusion of joint
8033,71904,Effusion of joint
8034,71905,Effusion of joint
8035,71906,Effusion of joint
8036,71907,Effusion of joint
8037,71908,Effusion of joint
8038,71909,Effusion of joint
8039,71910,Hemarthrosis
8040,71911,Hemarthrosis
8041,71912,Hemarthrosis
8042,71913,Hemarthrosis
8043,71914,Hemarthrosis
8044,71915,Hemarthrosis
8045,71916,Hemarthrosis
8046,71917,Hemarthrosis
8047,71918,Hemarthrosis
8048,71919,Hemarthrosis
8049,71920,Villonodular synovitis
8050,71921,Villonodular synovitis
8051,71922,Villonodular synovitis
8052,71923,Villonodular synovitis
8053,71924,Villonodular synovitis
8054,71925,Villonodular synovitis
8055,71926,Villonodular synovitis
8056,71927,Villonodular synovitis
8057,71928,Villonodular synovitis
8058,71929,Villonodular synovitis
8059,71930,Palindromic rheumatism
8060,71931,Palindromic rheumatism
8061,71932,Palindromic rheumatism
8062,71933,Palindromic rheumatism
8063,71934,Palindromic rheumatism
8064,71935,Palindromic rheumatism
8065,71936,Palindromic rheumatism
8066,71937,Palindromic rheumatism
8067,71938,Palindromic rheumatism
8068,71939,Palindromic rheumatism
8069,71940,Pain in joint
8070,71941,Pain in joint
8071,71942,Pain in joint
8072,71943,Pain in joint
8073,71944,Pain in joint
8074,71945,Pain in joint
8075,71946,Pain in joint
8076,71947,Pain in joint
8077,71948,Pain in joint
8078,71949,Pain in joint
8079,71950,Stiffness of joint
8080,71951,Stiffness of joint
8081,71952,Stiffness of joint
8082,71953,Stiffness of joint
8083,71954,Stiffness of joint
8084,71955,Stiffness of joint
8085,71956,Stiffness of joint
8086,71957,Stiffness of joint
8087,71958,Stiffness of joint
8088,71959,Stiffness of joint
8089,71960,Other symptoms referable to joint
8090,71961,Other symptoms referable to joint
8091,71962,Other symptoms referable to joint
8092,71963,Other symptoms referable to joint
8093,71964,Other symptoms referable to joint
8094,71965,Other symptoms referable to joint
8095,71966,Other symptoms referable to joint
8096,71967,Other symptoms referable to joint
8097,71968,Other symptoms referable to joint
8098,71969,Other symptoms referable to joint
8099,7197, Difficulty in walking
8100,71980,Other specified disorders of joint
8101,71981,Other specified disorders of joint
8102,71982,Other specified disorders of joint
8103,71983,Other specified disorders of joint
8104,71984,Other specified disorders of joint
8105,71985,Other specified disorders of joint
8106,71986,Other specified disorders of joint
8107,71987,Other specified disorders of joint
8108,71988,Other specified disorders of joint
8109,71989,Other specified disorders of joint
8110,71990,Unspecified disorder of joint
8111,71991,Unspecified disorder of joint
8112,71992,Unspecified disorder of joint
8113,71993,Unspecified disorder of joint
8114,71994,Unspecified disorder of joint
8115,71995,Unspecified disorder of joint
8116,71996,Unspecified disorder of joint
8117,71997,Unspecified disorder of joint
8118,71998,Unspecified disorder of joint
8119,71999,Unspecified disorder of joint
8120,7200, Ankylosing spondylitis
8121,7201, Spinal enthesopathy
8122,7202, Sacroiliitis
8123,72081,Inflammatory spondylopathies in diseases classified elsewhere
8124,72089,Other inflammatory spondylopathies
8125,7209, Unspecified inflammatory spondylopathy
8126,7210, Cervical spondylosis without myelopathy
8127,7211, Cervical spondylosis with myelopathy
8128,7212, Thoracic spondylosis without myelopathy
8129,7213, Lumbosacral spondylosis without myelopathy
8130,72141,Spondylosis with myelopathy
8131,72142,Spondylosis with myelopathy
8132,7215, Kissing spine
8133,7216, Ankylosing vertebral hyperostosis
8134,7217, Traumatic spondylopathy
8135,7218, Other allied disorders of spine
8136,72190,Spondylosis of unspecified site
8137,72191,Spondylosis of unspecified site
8138,7220, Displacement of cervical intervertebral disc without myelopathy
8139,72210,Displacement of lumbar intervertebral disc without myelopathy
8140,72211,Displacement of thoracic intervertebral disc without myelopathy
8141,7222, Displacement of intervertebral disc
8142,72230,Schmorl's nodes
8143,72231,Schmorl's nodes
8144,72232,Schmorl's nodes
8145,72239,Schmorl's nodes
8146,7224, Degeneration of cervical intervertebral disc
8147,72251,Degeneration of thoracic or thoracolumbar intervertebral disc
8148,72252,Degeneration of lumbar or lumbosacral intervertebral disc
8149,7226, Degeneration of intervertebral disc
8150,72270,Intervertebral disc disorder with myelopathy
8151,72271,Intervertebral disc disorder with myelopathy
8152,72272,Intervertebral disc disorder with myelopathy
8153,72273,Intervertebral disc disorder with myelopathy
8154,72280,Postlaminectomy syndrome
8155,72281,Postlaminectomy syndrome
8156,72282,Postlaminectomy syndrome
8157,72283,Postlaminectomy syndrome
8158,72290,Other and unspecified disc disorder
8159,72291,Other and unspecified disc disorder
8160,72292,Other and unspecified disc disorder
8161,72293,Other and unspecified disc disorder
8162,7230, Spinal stenosis in cervical region
8163,7231, Cervicalgia
8164,7232, Cervicocranial syndrome
8165,7233, Cervicobrachial syndrome (diffuse)
8166,7234, Brachial neuritis or radiculitis NOS
8167,7235, Torticollis
8168,7236, Panniculitis specified as affecting neck
8169,7237, Ossification of posterior longitudinal ligament in cervical region
